property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent
propmarket-YeJOdv1same7Be9Pfqx6y,propmarket,"2 Bedrooms, House","This house is in Khubetsoana, a 2 bedrom house with a fitted bathroom and kitchen at 600k..","Thepa ena ya mofuta wa house e fumaneha Khubetsoana, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 600,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",600000.0,LSL,Berea,"Khubetsoana, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-YeJOdv1same7Be9Pfqx6y\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-YeJOdv1same7Be9Pfqx6y\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-YeJOdv1same7Be9Pfqx6y\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-YeJOdv1same7Be9Pfqx6y\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-YeJOdv1same7Be9Pfqx6y\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/YeJOdv1same7Be9Pfqx6y,Good,Traditional,Suburban,"""[]""",sale
propmarket-k8AX2jh1R695RF-5UBAIV,propmarket,"2 Bedrooms, House",3 room,"Thepa ena ya mofuta wa house e fumaneha Maqhaka, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 220,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",220000.0,LSL,Berea,"Maqhaka, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-k8AX2jh1R695RF-5UBAIV\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-k8AX2jh1R695RF-5UBAIV\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-k8AX2jh1R695RF-5UBAIV\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-k8AX2jh1R695RF-5UBAIV\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-k8AX2jh1R695RF-5UBAIV\\\\image_5.png\""]""",https://www.propmarket.co.ls/properties/k8AX2jh1R695RF-5UBAIV,Good,Traditional,Suburban,"""[]""",sale
propmarket-_zELaVV-BDUsJNyZbtujP,propmarket,"6 Units, Malaene",It's a wonderful achievement to have a HOME...\n\nLET'S HELP YOU FIND YOURS,"Thepa ena ya mofuta wa house e fumaneha Qoaling, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 600,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",600000.0,LSL,Maseru,"Qoaling, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-_zELaVV-BDUsJNyZbtujP\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-_zELaVV-BDUsJNyZbtujP\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-_zELaVV-BDUsJNyZbtujP\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-_zELaVV-BDUsJNyZbtujP\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-_zELaVV-BDUsJNyZbtujP\\\\image_5.png\""]""",https://www.propmarket.co.ls/properties/_zELaVV-BDUsJNyZbtujP,Good,Traditional,Suburban,"""[]""",sale
propmarket-e2NFTtDz2NDVZ4h5U87Hr,propmarket,"3 Bedrooms, House",A newly built beautiful HOME,"Thepa ena ya mofuta wa house e fumaneha Pena Pena, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,400,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1400000.0,LSL,Maseru,"Pena Pena, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-e2NFTtDz2NDVZ4h5U87Hr\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-e2NFTtDz2NDVZ4h5U87Hr\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-e2NFTtDz2NDVZ4h5U87Hr\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-e2NFTtDz2NDVZ4h5U87Hr\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-e2NFTtDz2NDVZ4h5U87Hr\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/e2NFTtDz2NDVZ4h5U87Hr,New,Traditional,Suburban,"""[]""",sale
propmarket-UuhECTjkxd0jY3uFasnSj,propmarket,"2 Bedrooms, House",5 roomed house at Ha- Tsolo.. five to seven minutes from the road.. at the price 400k,"Thepa ena ya mofuta wa house e fumaneha Ha Tsolo, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 400,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",400000.0,LSL,Maseru,"Ha Tsolo, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-UuhECTjkxd0jY3uFasnSj\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-UuhECTjkxd0jY3uFasnSj\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-UuhECTjkxd0jY3uFasnSj\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-UuhECTjkxd0jY3uFasnSj\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-UuhECTjkxd0jY3uFasnSj\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/UuhECTjkxd0jY3uFasnSj,Good,Traditional,Suburban,"""[\""road access\""]""",sale
propmarket-C9lcWgLNZxWHPX7Wj8iGv,propmarket,"2 Bedrooms, House","This house is at Koalabata, it has a fully fitted bathroom just 2 minutes from the road..425sqm at 550k.","Thepa ena ya mofuta wa house e fumaneha Koalabata, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 550,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",550000.0,LSL,Berea,"Koalabata, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-C9lcWgLNZxWHPX7Wj8iGv\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-C9lcWgLNZxWHPX7Wj8iGv\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-C9lcWgLNZxWHPX7Wj8iGv\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-C9lcWgLNZxWHPX7Wj8iGv\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-C9lcWgLNZxWHPX7Wj8iGv\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/C9lcWgLNZxWHPX7Wj8iGv,Good,Traditional,Suburban,"""[\""road access\""]""",sale
propmarket-nc43EhrGALYvCzC6PP0Ay,propmarket,"3 Bedrooms, House","It is a 9 roomed house with 927sqm in Mazenod , with 550k","Thepa ena ya mofuta wa house e fumaneha Mazenod, Maseru. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 650,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",650000.0,LSL,Maseru,"Mazenod, Maseru",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nc43EhrGALYvCzC6PP0Ay\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nc43EhrGALYvCzC6PP0Ay\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nc43EhrGALYvCzC6PP0Ay\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nc43EhrGALYvCzC6PP0Ay\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-nc43EhrGALYvCzC6PP0Ay\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/nc43EhrGALYvCzC6PP0Ay,Good,Traditional,Suburban,"""[]""",sale
propmarket-5NttMN-sRvwuo2K4rDYMW,propmarket,"3 Bedrooms, House",This is 8 roomed house at Naleli with a lease.. 618sqm with just 650k.,"Thepa ena ya mofuta wa house e fumaneha Naleli, Berea. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 650,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",650000.0,LSL,Berea,"Naleli, Berea",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-5NttMN-sRvwuo2K4rDYMW\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-5NttMN-sRvwuo2K4rDYMW\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-5NttMN-sRvwuo2K4rDYMW\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-5NttMN-sRvwuo2K4rDYMW\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-5NttMN-sRvwuo2K4rDYMW\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/5NttMN-sRvwuo2K4rDYMW,Good,Traditional,Suburban,"""[]""",sale
propmarket-TtolD3XWIRLoyCVuHcihP,propmarket,Site,The site is at Qoatsaneng pela Mpilo Estates sena le form C..961.5 sqm,"Thepa ena ya mofuta wa site e fumaneha Qoatsaneng, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 850,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",850000.0,LSL,Maseru,"Qoatsaneng, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-TtolD3XWIRLoyCVuHcihP\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-TtolD3XWIRLoyCVuHcihP\\\\image_2.jpg\""]""",https://www.propmarket.co.ls/properties/TtolD3XWIRLoyCVuHcihP,Good,Traditional,Suburban,"""[]""",sale
propmarket-a_XSZfatKUY53228kTVOd,propmarket,Commercial,"This commercial site is at Ha-Mosalla, it has buildings in it.. you can turn it into B&B, it also has a tavern in the yard. Just 2 minutes to the tar road.. 1M negotiable.. There is a lease","Thepa ena ya mofuta wa site e fumaneha Ha Mosalla, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 1,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1000000.0,LSL,Maseru,"Ha Mosalla, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a_XSZfatKUY53228kTVOd\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a_XSZfatKUY53228kTVOd\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a_XSZfatKUY53228kTVOd\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-a_XSZfatKUY53228kTVOd\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/a_XSZfatKUY53228kTVOd,Good,Family,Garden,"""[\""yard\"", \""road access\"", \""tar road\""]""",sale
propmarket-8GL2YSoWJfkJYfbOYKDl1,propmarket,"2 Bedrooms, House","Ntlo ena e Nazareth Ha Phaloane, with a Form C.. motlakase o teng ka 200k fela..","Thepa ena ya mofuta wa house e fumaneha Ha Phaloane, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 200,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",200000.0,LSL,Maseru,"Ha Phaloane, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8GL2YSoWJfkJYfbOYKDl1\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8GL2YSoWJfkJYfbOYKDl1\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8GL2YSoWJfkJYfbOYKDl1\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-8GL2YSoWJfkJYfbOYKDl1\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/8GL2YSoWJfkJYfbOYKDl1,Good,Traditional,Suburban,"""[]""",sale
propmarket-P5wCSRy0hN0gSnRWVGpie,propmarket,Site,"This site is at Motimposo at 150k ha re seha, ha se feletse ke 300k..It has a lease.","Thepa ena ya mofuta wa site e fumaneha Motimposo, Maseru. E na le sebaka sena mme e fumaneha ka theko ya M 150,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",150000.0,LSL,Maseru,"Motimposo, Maseru",Site,0,0,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-P5wCSRy0hN0gSnRWVGpie\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-P5wCSRy0hN0gSnRWVGpie\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-P5wCSRy0hN0gSnRWVGpie\\\\image_3.jpg\""]""",https://www.propmarket.co.ls/properties/P5wCSRy0hN0gSnRWVGpie,Good,Traditional,Suburban,"""[]""",sale
propmarket-T7DEuA--o2VWCXfCg3FE2,propmarket,"1 Bedroom, House",This is a 2 roomed house Koalabata e pela Sekamaneng ka 150k and negotiable..Form C e teng.. metsi le motlakase li pela jarete..,"Thepa ena ya mofuta wa house e fumaneha Koalabata, Berea. E na le dikamore tse 1 le dibate tse 1 mme e fumaneha ka theko ya M 150,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",150000.0,LSL,Berea,"Koalabata, Berea",House,1,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T7DEuA--o2VWCXfCg3FE2\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T7DEuA--o2VWCXfCg3FE2\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T7DEuA--o2VWCXfCg3FE2\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T7DEuA--o2VWCXfCg3FE2\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/T7DEuA--o2VWCXfCg3FE2,Good,Traditional,Suburban,"""[]""",sale
propmarket-VOfuPWdDqZF7vTq7W0rd5,propmarket,Warehouse,"This warehouse is at Ha Foso, ena le li office, 2 pavementmakers,brickmaker, 2 trucks,.. site ke 7900 sqm","Thepa ena ya mofuta wa house e fumaneha Koalabata, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 9,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",9000000.0,LSL,Berea,"Koalabata, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-VOfuPWdDqZF7vTq7W0rd5\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-VOfuPWdDqZF7vTq7W0rd5\\\\image_2.jpg\""]""",https://www.propmarket.co.ls/properties/VOfuPWdDqZF7vTq7W0rd5,Good,Contemporary,Suburban,"""[\""office-ready\""]""",sale
propmarket-iTxYHd19YkRxk68-z4Gg1,propmarket,"5 Bedrooms, House","This beautiful house is at Masowe 3, it has 5 bedrooms and fully fitted at 2.5m","Thepa ena ya mofuta wa house e fumaneha Masowe Iii, Maseru. E na le dikamore tse 5 le dibate tse 3 mme e fumaneha ka theko ya M 2,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2500000.0,LSL,Maseru,"Masowe Iii, Maseru",House,5,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-iTxYHd19YkRxk68-z4Gg1\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-iTxYHd19YkRxk68-z4Gg1\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-iTxYHd19YkRxk68-z4Gg1\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-iTxYHd19YkRxk68-z4Gg1\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/iTxYHd19YkRxk68-z4Gg1,Good,Traditional,Suburban,"""[]""",sale
propmarket-L7hVSZnnjb2Co0kKutvdA,propmarket,"3 Bedrooms, House",Three-bedroom house in Thetsane West.\n\nDouble garage\nKitchen\nLounge,"Thepa ena ya mofuta wa house e fumaneha Thetsane West, Maseru. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 2,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2500000.0,LSL,Maseru,"Thetsane West, Maseru",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-L7hVSZnnjb2Co0kKutvdA\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-L7hVSZnnjb2Co0kKutvdA\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-L7hVSZnnjb2Co0kKutvdA\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-L7hVSZnnjb2Co0kKutvdA\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/L7hVSZnnjb2Co0kKutvdA,Good,Traditional,Suburban,"""[\""garage\""]""",sale
propmarket-lCYntDzFvj7rDtdWMxuwa,propmarket,"4 Bedrooms, House",Double Storey house.\n\n,"Thepa ena ya mofuta wa house e fumaneha Ladybrand, Mantsopa Local Municipality. E na le dikamore tse 4 le dibate tse 1 mme e fumaneha ka theko ya M 3,500,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",3500000.0,LSL,Mantsopa Local Municipality,"Ladybrand, Mantsopa Local Municipality",House,4,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-lCYntDzFvj7rDtdWMxuwa\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-lCYntDzFvj7rDtdWMxuwa\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\2026-04-20-files-mentioned-by-the-user-group\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-lCYntDzFvj7rDtdWMxuwa\\\\image_3.jpg\""]""",https://www.propmarket.co.ls/properties/lCYntDzFvj7rDtdWMxuwa,Good,Traditional,Suburban,"""[]""",sale
