property_id,source,image_index,image_path,country,district_canonical,locality,listing_intent,cnn_property_type,cnn_bedroom_class,condition,style,environment,split
creative-rental-home_lower-thetsane,creativeproperties,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-rental-home_lower-thetsane\image_4.jpg,Lesotho,Maseru,Maseru,rent,House,4,Good,Traditional,Suburban,train
creative-rental-home_lower-thetsane,creativeproperties,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-rental-home_lower-thetsane\image_5.jpg,Lesotho,Maseru,Maseru,rent,House,4,Good,Traditional,Suburban,train
creative-newly-renovated-town-house-to-let,creativeproperties,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-newly-renovated-town-house-to-let\image_1.png,Lesotho,Maseru,Maseru,rent,House,3,New,Traditional,Suburban,train
creative-newly-renovated-town-house-to-let,creativeproperties,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-newly-renovated-town-house-to-let\image_2.jpeg,Lesotho,Maseru,Maseru,rent,House,3,New,Traditional,Suburban,train
creative-newly-renovated-town-house-to-let,creativeproperties,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-newly-renovated-town-house-to-let\image_3.jpeg,Lesotho,Maseru,Maseru,rent,House,3,New,Traditional,Suburban,train
creative-newly-renovated-town-house-to-let,creativeproperties,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-newly-renovated-town-house-to-let\image_4.jpeg,Lesotho,Maseru,Maseru,rent,House,3,New,Traditional,Suburban,train
creative-newly-renovated-town-house-to-let,creativeproperties,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-newly-renovated-town-house-to-let\image_5.jpeg,Lesotho,Maseru,Maseru,rent,House,3,New,Traditional,Suburban,train
creative-rental-property-upper-thamae,creativeproperties,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-rental-property-upper-thamae\image_1.png,Lesotho,Maseru,Maseru,rent,House,3,Good,Traditional,Suburban,train
creative-rental-property-upper-thamae,creativeproperties,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-rental-property-upper-thamae\image_2.jpeg,Lesotho,Maseru,Maseru,rent,House,3,Good,Traditional,Suburban,train
creative-rental-property-upper-thamae,creativeproperties,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-rental-property-upper-thamae\image_3.jpeg,Lesotho,Maseru,Maseru,rent,House,3,Good,Traditional,Suburban,train
creative-newly-renovated-home-for-rental,creativeproperties,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-newly-renovated-home-for-rental\image_1.png,Lesotho,Maseru,Hills View,rent,House,3,New,Traditional,Hillside,train
creative-newly-renovated-home-for-rental,creativeproperties,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-newly-renovated-home-for-rental\image_2.jpeg,Lesotho,Maseru,Hills View,rent,House,3,New,Traditional,Hillside,train
creative-newly-renovated-home-for-rental,creativeproperties,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-newly-renovated-home-for-rental\image_3.jpeg,Lesotho,Maseru,Hills View,rent,House,3,New,Traditional,Hillside,train
creative-newly-renovated-home-for-rental,creativeproperties,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-newly-renovated-home-for-rental\image_4.jpeg,Lesotho,Maseru,Hills View,rent,House,3,New,Traditional,Hillside,train
creative-newly-renovated-home-for-rental,creativeproperties,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-newly-renovated-home-for-rental\image_5.jpeg,Lesotho,Maseru,Hills View,rent,House,3,New,Traditional,Hillside,train
creative-rental-home,creativeproperties,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-rental-home\image_1.png,Lesotho,Maseru,Maseru,rent,House,5+,Good,Traditional,Suburban,train
creative-rental-home,creativeproperties,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-rental-home\image_2.jpeg,Lesotho,Maseru,Maseru,rent,House,5+,Good,Traditional,Suburban,train
creative-rental-home,creativeproperties,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-rental-home\image_3.jpeg,Lesotho,Maseru,Maseru,rent,House,5+,Good,Traditional,Suburban,train
creative-rental-home,creativeproperties,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-rental-home\image_4.jpeg,Lesotho,Maseru,Maseru,rent,House,5+,Good,Traditional,Suburban,train
creative-rental-home,creativeproperties,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-rental-home\image_5.jpeg,Lesotho,Maseru,Maseru,rent,House,5+,Good,Traditional,Suburban,train
creative-7251,creativeproperties,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-7251\image_1.png,Lesotho,Maseru,Arrival Centre,rent,House,2,Good,Traditional,Urban,train
creative-7251,creativeproperties,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-7251\image_2.jpeg,Lesotho,Maseru,Arrival Centre,rent,House,2,Good,Traditional,Urban,train
creative-7251,creativeproperties,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-7251\image_3.jpeg,Lesotho,Maseru,Arrival Centre,rent,House,2,Good,Traditional,Urban,train
creative-7251,creativeproperties,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-7251\image_4.jpeg,Lesotho,Maseru,Arrival Centre,rent,House,2,Good,Traditional,Urban,train
creative-7251,creativeproperties,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\creativeproperties\creative-7251\image_5.jpeg,Lesotho,Maseru,Arrival Centre,rent,House,2,Good,Traditional,Urban,train
propmarket-55wgNg6vcMiZB1T01cRFN,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-55wgNg6vcMiZB1T01cRFN\image_1.jpg,Lesotho,Maseru,Tsoapo Le Bolila,sale,House,2,Good,Traditional,Urban,val
propmarket-55wgNg6vcMiZB1T01cRFN,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-55wgNg6vcMiZB1T01cRFN\image_2.jpg,Lesotho,Maseru,Tsoapo Le Bolila,sale,House,2,Good,Traditional,Urban,val
propmarket-55wgNg6vcMiZB1T01cRFN,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-55wgNg6vcMiZB1T01cRFN\image_3.jpg,Lesotho,Maseru,Tsoapo Le Bolila,sale,House,2,Good,Traditional,Urban,val
propmarket-55wgNg6vcMiZB1T01cRFN,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-55wgNg6vcMiZB1T01cRFN\image_4.jpg,Lesotho,Maseru,Tsoapo Le Bolila,sale,House,2,Good,Traditional,Urban,val
propmarket--W_SCLUM4oeyqk-b1OnxZ,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket--W_SCLUM4oeyqk-b1OnxZ\image_1.jpg,Lesotho,Berea,Ha Foso,sale,House,3,Good,Traditional,Suburban,train
propmarket--W_SCLUM4oeyqk-b1OnxZ,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket--W_SCLUM4oeyqk-b1OnxZ\image_2.jpg,Lesotho,Berea,Ha Foso,sale,House,3,Good,Traditional,Suburban,train
propmarket--W_SCLUM4oeyqk-b1OnxZ,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket--W_SCLUM4oeyqk-b1OnxZ\image_3.jpg,Lesotho,Berea,Ha Foso,sale,House,3,Good,Traditional,Suburban,train
propmarket--W_SCLUM4oeyqk-b1OnxZ,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket--W_SCLUM4oeyqk-b1OnxZ\image_4.jpg,Lesotho,Berea,Ha Foso,sale,House,3,Good,Traditional,Suburban,train
propmarket-j7OKpdwoVzgjB5YPW6h7t,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-j7OKpdwoVzgjB5YPW6h7t\image_1.jpg,Lesotho,Maseru,Makhoakhoeng,sale,House,4,Good,Traditional,Suburban,test
propmarket-j7OKpdwoVzgjB5YPW6h7t,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-j7OKpdwoVzgjB5YPW6h7t\image_2.jpg,Lesotho,Maseru,Makhoakhoeng,sale,House,4,Good,Traditional,Suburban,test
propmarket-j7OKpdwoVzgjB5YPW6h7t,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-j7OKpdwoVzgjB5YPW6h7t\image_3.jpg,Lesotho,Maseru,Makhoakhoeng,sale,House,4,Good,Traditional,Suburban,test
propmarket-j7OKpdwoVzgjB5YPW6h7t,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-j7OKpdwoVzgjB5YPW6h7t\image_4.jpg,Lesotho,Maseru,Makhoakhoeng,sale,House,4,Good,Traditional,Suburban,test
propmarket-F4nO0XrUILj-vFaZTz-k3,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-F4nO0XrUILj-vFaZTz-k3\image_1.jpg,Lesotho,Maseru,Ha Lesia,sale,House,3,Good,Traditional,Suburban,train
propmarket-F4nO0XrUILj-vFaZTz-k3,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-F4nO0XrUILj-vFaZTz-k3\image_2.jpg,Lesotho,Maseru,Ha Lesia,sale,House,3,Good,Traditional,Suburban,train
propmarket-F4nO0XrUILj-vFaZTz-k3,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-F4nO0XrUILj-vFaZTz-k3\image_3.jpg,Lesotho,Maseru,Ha Lesia,sale,House,3,Good,Traditional,Suburban,train
propmarket-F4nO0XrUILj-vFaZTz-k3,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-F4nO0XrUILj-vFaZTz-k3\image_4.jpg,Lesotho,Maseru,Ha Lesia,sale,House,3,Good,Traditional,Suburban,train
propmarket-OIdYZElsdeDyv41F4x5il,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-OIdYZElsdeDyv41F4x5il\image_1.jpg,Lesotho,Maseru,Thetsane West,rent,House,3,Good,Traditional,Suburban,train
propmarket-OIdYZElsdeDyv41F4x5il,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-OIdYZElsdeDyv41F4x5il\image_2.jpg,Lesotho,Maseru,Thetsane West,rent,House,3,Good,Traditional,Suburban,train
propmarket-OIdYZElsdeDyv41F4x5il,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-OIdYZElsdeDyv41F4x5il\image_3.jpg,Lesotho,Maseru,Thetsane West,rent,House,3,Good,Traditional,Suburban,train
propmarket-OIdYZElsdeDyv41F4x5il,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-OIdYZElsdeDyv41F4x5il\image_4.jpg,Lesotho,Maseru,Thetsane West,rent,House,3,Good,Traditional,Suburban,train
propmarket-0QFUac0OuPntEvs1dcaLz,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-0QFUac0OuPntEvs1dcaLz\image_1.jpg,Lesotho,Maseru,Ha Mohasoa,sale,House,2,Good,Traditional,Suburban,val
propmarket-4Jzf7HXyRaHeAHAkf22QO,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-4Jzf7HXyRaHeAHAkf22QO\image_1.jpg,Lesotho,Maseru,Lithabaneng,sale,House,3,Good,Traditional,Suburban,train
propmarket-N1X4WI2f98bpGHq_NFisR,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-N1X4WI2f98bpGHq_NFisR\image_1.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,3,Good,Traditional,Urban,train
propmarket-N1X4WI2f98bpGHq_NFisR,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-N1X4WI2f98bpGHq_NFisR\image_2.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,3,Good,Traditional,Urban,train
propmarket-N1X4WI2f98bpGHq_NFisR,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-N1X4WI2f98bpGHq_NFisR\image_3.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,3,Good,Traditional,Urban,train
propmarket-N1X4WI2f98bpGHq_NFisR,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-N1X4WI2f98bpGHq_NFisR\image_4.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,3,Good,Traditional,Urban,train
propmarket-cLapWASFVCs_QIY5vAVMY,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-cLapWASFVCs_QIY5vAVMY\image_1.jpg,Lesotho,Leribe,Hlotse,sale,House,3,Good,Traditional,Urban,train
propmarket-cLapWASFVCs_QIY5vAVMY,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-cLapWASFVCs_QIY5vAVMY\image_2.jpg,Lesotho,Leribe,Hlotse,sale,House,3,Good,Traditional,Urban,train
propmarket-cLapWASFVCs_QIY5vAVMY,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-cLapWASFVCs_QIY5vAVMY\image_3.jpg,Lesotho,Leribe,Hlotse,sale,House,3,Good,Traditional,Urban,train
propmarket-N_p5Bxk0pWrJ0ZwkMnuiG,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-N_p5Bxk0pWrJ0ZwkMnuiG\image_1.jpg,Lesotho,Maseru,Masowe Iii,sale,House,3,New,Traditional,Suburban,train
propmarket-N_p5Bxk0pWrJ0ZwkMnuiG,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-N_p5Bxk0pWrJ0ZwkMnuiG\image_2.jpg,Lesotho,Maseru,Masowe Iii,sale,House,3,New,Traditional,Suburban,train
propmarket-N_p5Bxk0pWrJ0ZwkMnuiG,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-N_p5Bxk0pWrJ0ZwkMnuiG\image_3.jpg,Lesotho,Maseru,Masowe Iii,sale,House,3,New,Traditional,Suburban,train
propmarket-N_p5Bxk0pWrJ0ZwkMnuiG,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-N_p5Bxk0pWrJ0ZwkMnuiG\image_4.jpg,Lesotho,Maseru,Masowe Iii,sale,House,3,New,Traditional,Suburban,train
propmarket-cMZbiTkolMW4BED2Igjd2,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-cMZbiTkolMW4BED2Igjd2\image_1.jpg,Lesotho,Maseru,Ha Matala,sale,House,3,Good,Family,Garden,train
propmarket-cMZbiTkolMW4BED2Igjd2,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-cMZbiTkolMW4BED2Igjd2\image_2.jpg,Lesotho,Maseru,Ha Matala,sale,House,3,Good,Family,Garden,train
propmarket-cMZbiTkolMW4BED2Igjd2,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-cMZbiTkolMW4BED2Igjd2\image_3.jpg,Lesotho,Maseru,Ha Matala,sale,House,3,Good,Family,Garden,train
propmarket-cMZbiTkolMW4BED2Igjd2,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-cMZbiTkolMW4BED2Igjd2\image_4.jpg,Lesotho,Maseru,Ha Matala,sale,House,3,Good,Family,Garden,train
propmarket-tlOHVm7MK5jPwM8GrnZzU,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-tlOHVm7MK5jPwM8GrnZzU\image_1.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,2,Good,Traditional,Urban,train
propmarket-tlOHVm7MK5jPwM8GrnZzU,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-tlOHVm7MK5jPwM8GrnZzU\image_2.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,2,Good,Traditional,Urban,train
propmarket-tlOHVm7MK5jPwM8GrnZzU,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-tlOHVm7MK5jPwM8GrnZzU\image_3.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,2,Good,Traditional,Urban,train
propmarket-tlOHVm7MK5jPwM8GrnZzU,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-tlOHVm7MK5jPwM8GrnZzU\image_4.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,2,Good,Traditional,Urban,train
propmarket-tlOHVm7MK5jPwM8GrnZzU,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-tlOHVm7MK5jPwM8GrnZzU\image_5.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,2,Good,Traditional,Urban,train
propmarket-TAauZyw_XaAMTcDGOCVox,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-TAauZyw_XaAMTcDGOCVox\image_1.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,3,Good,Traditional,Urban,train
propmarket-TAauZyw_XaAMTcDGOCVox,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-TAauZyw_XaAMTcDGOCVox\image_2.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,3,Good,Traditional,Urban,train
propmarket-TAauZyw_XaAMTcDGOCVox,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-TAauZyw_XaAMTcDGOCVox\image_3.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,3,Good,Traditional,Urban,train
propmarket-TAauZyw_XaAMTcDGOCVox,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-TAauZyw_XaAMTcDGOCVox\image_4.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,3,Good,Traditional,Urban,train
propmarket-TAauZyw_XaAMTcDGOCVox,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-TAauZyw_XaAMTcDGOCVox\image_5.jpg,Lesotho,Maseru,Matebeleng (ha Penapena),sale,House,3,Good,Traditional,Urban,train
propmarket-yDtmjWG-Q-xKbELGv4J8E,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-yDtmjWG-Q-xKbELGv4J8E\image_1.jpg,Lesotho,Maseru,Ha Motloheloa,sale,House,3,Good,Traditional,Suburban,test
propmarket-yDtmjWG-Q-xKbELGv4J8E,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-yDtmjWG-Q-xKbELGv4J8E\image_2.jpg,Lesotho,Maseru,Ha Motloheloa,sale,House,3,Good,Traditional,Suburban,test
propmarket-yDtmjWG-Q-xKbELGv4J8E,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-yDtmjWG-Q-xKbELGv4J8E\image_3.jpg,Lesotho,Maseru,Ha Motloheloa,sale,House,3,Good,Traditional,Suburban,test
propmarket-yDtmjWG-Q-xKbELGv4J8E,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-yDtmjWG-Q-xKbELGv4J8E\image_4.jpg,Lesotho,Maseru,Ha Motloheloa,sale,House,3,Good,Traditional,Suburban,test
propmarket-yDtmjWG-Q-xKbELGv4J8E,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-yDtmjWG-Q-xKbELGv4J8E\image_5.jpg,Lesotho,Maseru,Ha Motloheloa,sale,House,3,Good,Traditional,Suburban,test
propmarket-Tc6ZRjEuTnPYdBTEdSG6M,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Tc6ZRjEuTnPYdBTEdSG6M\image_1.jpg,Lesotho,Berea,Koalabata,sale,House,2,Good,Traditional,Suburban,train
propmarket-Tc6ZRjEuTnPYdBTEdSG6M,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Tc6ZRjEuTnPYdBTEdSG6M\image_2.jpg,Lesotho,Berea,Koalabata,sale,House,2,Good,Traditional,Suburban,train
propmarket-Tc6ZRjEuTnPYdBTEdSG6M,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Tc6ZRjEuTnPYdBTEdSG6M\image_3.jpg,Lesotho,Berea,Koalabata,sale,House,2,Good,Traditional,Suburban,train
propmarket-Tc6ZRjEuTnPYdBTEdSG6M,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Tc6ZRjEuTnPYdBTEdSG6M\image_4.jpg,Lesotho,Berea,Koalabata,sale,House,2,Good,Traditional,Suburban,train
propmarket-Tc6ZRjEuTnPYdBTEdSG6M,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Tc6ZRjEuTnPYdBTEdSG6M\image_5.jpg,Lesotho,Berea,Koalabata,sale,House,2,Good,Traditional,Suburban,train
propmarket-Ri6CHRmQ6lKLwrAgtmMQM,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Ri6CHRmQ6lKLwrAgtmMQM\image_1.jpg,Lesotho,Maseru,Masowe Iii,sale,House,3,Good,Traditional,Suburban,test
propmarket-Ri6CHRmQ6lKLwrAgtmMQM,propmarket,2,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Ri6CHRmQ6lKLwrAgtmMQM\image_2.jpg,Lesotho,Maseru,Masowe Iii,sale,House,3,Good,Traditional,Suburban,test
propmarket-Ri6CHRmQ6lKLwrAgtmMQM,propmarket,3,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Ri6CHRmQ6lKLwrAgtmMQM\image_3.jpg,Lesotho,Maseru,Masowe Iii,sale,House,3,Good,Traditional,Suburban,test
propmarket-Ri6CHRmQ6lKLwrAgtmMQM,propmarket,4,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Ri6CHRmQ6lKLwrAgtmMQM\image_4.jpg,Lesotho,Maseru,Masowe Iii,sale,House,3,Good,Traditional,Suburban,test
propmarket-Ri6CHRmQ6lKLwrAgtmMQM,propmarket,5,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-Ri6CHRmQ6lKLwrAgtmMQM\image_5.jpg,Lesotho,Maseru,Masowe Iii,sale,House,3,Good,Traditional,Suburban,test
propmarket-xIf5GMbseSPtVlurr3EFE,propmarket,1,C:\Users\lepha\Documents\Codex\Real Estate System\generated\images\live\propmarket\propmarket-xIf5GMbseSPtVlurr3EFE\image_1.jpg,Lesotho,Maseru,Ha Tsolo,sale,House,3,Good,Traditional,Suburban,val
